ID,Lat,Lon
S24E102,-24,102
S24E105,-24,105
S24E108,-24,108
S24E156,-24,156
S24E159,-24,159
S24E162,-24,162
S24E165,-24,165
S24E168,-24,168
S24E171,-24,171
S24E174,-24,174
S24E177,-24,177
S24W003,-24,-3
S24W006,-24,-6
S24W009,-24,-9
S24W012,-24,-12
S24W015,-24,-15
S24W018,-24,-18
S24W021,-24,-21
S24W024,-24,-24
S24W027,-24,-27
S24W030,-24,-30
S24W033,-24,-33
S24W036,-24,-36
S24W039,-24,-39
S24W042,-24,-42
S24W045,-24,-45
S24W078,-24,-78
S24W075,-24,-75
S24W081,-24,-81
S24W084,-24,-84
S24W087,-24,-87
S24W090,-24,-90
S24W093,-24,-93
S24W096,-24,-96
S24W099,-24,-99
S24W102,-24,-102
S24W105,-24,-105
S24W108,-24,-108
S24W111,-24,-111
S24W114,-24,-114
S24W117,-24,-117
S24W120,-24,-120
S24W123,-24,-123
S24W135,-24,-135
S24W138,-24,-138
S24W141,-24,-141
S24W144,-24,-144
S24W147,-24,-147
S24W150,-24,-150
S24W153,-24,-153
S24W156,-24,-156
S24W159,-24,-159
S24W162,-24,-162
S24W165,-24,-165
S24W168,-24,-168
S24W171,-24,-171
S24W174,-24,-174
S24W180,-24,-180
S24W177,-24,-177
S27E000,-27,0
S27E003,-27,3
S27E009,-27,9
S27E006,-27,6
S27E012,-27,12
S27E033,-27,33
S27E036,-27,36
S27E039,-27,39
S27E042,-27,42
S27E045,-27,45
S27E048,-27,48
S27E051,-27,51
S27E054,-27,54
S27E057,-27,57
S27E060,-27,60
S27E063,-27,63
S27E066,-27,66
S27E069,-27,69
S27E072,-27,72
S27E075,-27,75
S27E078,-27,78
S27E081,-27,81
S27E084,-27,84
S27E087,-27,87
S27E090,-27,90
S27E093,-27,93
S27E096,-27,96
S27E099,-27,99
S27E102,-27,102
S27E105,-27,105
S27E108,-27,108
S27E156,-27,156
S27E159,-27,159
S27E162,-27,162
S27E165,-27,165
S27E168,-27,168
S27E171,-27,171
S27E174,-27,174
S27E177,-27,177
S27W003,-27,-3
S27W006,-27,-6
S27W009,-27,-9
S27W012,-27,-12
S27W015,-27,-15
S27W018,-27,-18
S27W021,-27,-21
S27W024,-27,-24
S27W027,-27,-27
S27W030,-27,-30
S27W033,-27,-33
S27W036,-27,-36
S27W039,-27,-39
S27W042,-27,-42
S27W045,-27,-45
S27W048,-27,-48
S27W075,-27,-75
S27W078,-27,-78
S27W081,-27,-81
S27W084,-27,-84
S27W087,-27,-87
S27W090,-27,-90
S27W093,-27,-93
S27W096,-27,-96
S27W099,-27,-99
S27W102,-27,-102
S27W105,-27,-105
S27W108,-27,-108
S27W114,-27,-114
S27W117,-27,-117
S27W120,-27,-120
S27W123,-27,-123
S27W126,-27,-126
S27W129,-27,-129
S27W132,-27,-132
S27W135,-27,-135
S27W138,-27,-138
S27W141,-27,-141
S27W153,-27,-153
S27W150,-27,-150
S27W156,-27,-156
S27W159,-27,-159
S27W162,-27,-162
S27W165,-27,-165
S27W168,-27,-168
S27W171,-27,-171
S27W174,-27,-174
S27W177,-27,-177
S27W180,-27,-180
S30E000,-30,0
S30E003,-30,3
S30E006,-30,6
S30E009,-30,9
S30E012,-30,12
S30E033,-30,33
S30E036,-30,36
S30E039,-30,39
S30E042,-30,42
S30E045,-30,45
S30E048,-30,48
S30E051,-30,51
S30E054,-30,54
S30E057,-30,57
S30E060,-30,60
S30E063,-30,63
S30E066,-30,66
S30E069,-30,69
S30E072,-30,72
S30E075,-30,75
S30E078,-30,78
S30E081,-30,81
S30E084,-30,84
S30E087,-30,87
S30E090,-30,90
S30E093,-30,93
S30E096,-30,96
S30E099,-30,99
S30E102,-30,102
S30E105,-30,105
S30E108,-30,108
S30E111,-30,111
S30E156,-30,156
S30E159,-30,159
S30E162,-30,162
S30E165,-30,165
S30E168,-30,168
S30E171,-30,171
S30E174,-30,174
S30E177,-30,177
S30W003,-30,-3
S30W006,-30,-6
S30W009,-30,-9
S30W012,-30,-12
S30W015,-30,-15
S30W018,-30,-18
S30W021,-30,-21
S30W024,-30,-24
S30W027,-30,-27
S30W030,-30,-30
S30W033,-30,-33
S30W036,-30,-36
S30W039,-30,-39
S30W042,-30,-42
S30W045,-30,-45
S30W048,-30,-48
S30W075,-30,-75
S30W078,-30,-78
S30W081,-30,-81
S30W084,-30,-84
S30W087,-30,-87
S30W090,-30,-90
S30W093,-30,-93
S30W096,-30,-96
S30W099,-30,-99
S30W102,-30,-102
S30W105,-30,-105
S30W108,-30,-108
S30W111,-30,-111
S30W114,-30,-114
S30W117,-30,-117
S30W120,-30,-120
S30W123,-30,-123
S30W126,-30,-126
S30W129,-30,-129
S30W132,-30,-132
S30W135,-30,-135
S30W138,-30,-138
S30W141,-30,-141
S30W144,-30,-144
S30W147,-30,-147
S30W150,-30,-150
S30W153,-30,-153
S30W156,-30,-156
S30W159,-30,-159
S30W162,-30,-162
S30W165,-30,-165
S30W168,-30,-168
S30W171,-30,-171
S30W174,-30,-174
S30W177,-30,-177
S30W180,-30,-180
S33E000,-33,0
S33E003,-33,3
S33E006,-33,6
S33E009,-33,9
S33E012,-33,12
S33E030,-33,30
S33E033,-33,33
S33E036,-33,36
S33E039,-33,39
S33E042,-33,42
S33E045,-33,45
S33E048,-33,48
S33E051,-33,51
S33E054,-33,54
S33E057,-33,57
S33E060,-33,60
S33E063,-33,63
S33E066,-33,66
S33E069,-33,69
S33E072,-33,72
S33E075,-33,75
S33E078,-33,78
S33E081,-33,81
S33E084,-33,84
S33E087,-33,87
S33E090,-33,90
S33E093,-33,93
S33E096,-33,96
S33E099,-33,99
S33E102,-33,102
S33E105,-33,105
S33E108,-33,108
S33E111,-33,111
S33E126,-33,126
S33E129,-33,129
S33E153,-33,153
S33E156,-33,156
S33E159,-33,159
S33E162,-33,162
S33E165,-33,165
S33E168,-33,168
S33E177,-33,177
S33W003,-33,-3
S33W006,-33,-6
S33W009,-33,-9
S33W012,-33,-12
S33W015,-33,-15
S33W018,-33,-18
S33W021,-33,-21
S33W024,-33,-24
S33W027,-33,-27
S33W030,-33,-30
S33W033,-33,-33
S33W036,-33,-36
S33W039,-33,-39
S33W042,-33,-42
S33W045,-33,-45
S33W048,-33,-48
S33W051,-33,-51
S33W078,-33,-78
S33W084,-33,-84
S33W087,-33,-87
S33W090,-33,-90
S33W093,-33,-93
S33W096,-33,-96
S33W099,-33,-99
S33W102,-33,-102
S33W105,-33,-105
S33W108,-33,-108
S33W111,-33,-111
S33W114,-33,-114
S33W117,-33,-117
S33W120,-33,-120
S33W123,-33,-123
S33W126,-33,-126
S33W129,-33,-129
S33W132,-33,-132
S33W135,-33,-135
S33W138,-33,-138
S33W141,-33,-141
S33W144,-33,-144
S33W147,-33,-147
S33W150,-33,-150
S33W153,-33,-153
S33W156,-33,-156
S33W159,-33,-159
S33W162,-33,-162
S33W165,-33,-165
S33W168,-33,-168
S33W171,-33,-171
S33W174,-33,-174
S33W177,-33,-177
S33W180,-33,-180
S36E000,-36,0
S36E003,-36,3
S36E006,-36,6
S36E009,-36,9
S36E012,-36,12
S36E015,-36,15
S36E018,-36,18
S36E021,-36,21
S36E024,-36,24
S36E027,-36,27
S36E030,-36,30
S36E033,-36,33
S36E036,-36,36
S36E039,-36,39
S36E042,-36,42
S36E045,-36,45
S36E048,-36,48
S36E051,-36,51
S36E054,-36,54
S36E057,-36,57
S36E060,-36,60
S36E063,-36,63
S36E066,-36,66
S36E069,-36,69
S36E072,-36,72
S36E075,-36,75
S36E078,-36,78
S36E081,-36,81
S36E084,-36,84
S36E087,-36,87
S36E090,-36,90
S36E093,-36,93
S36E096,-36,96
S36E099,-36,99
S36E102,-36,102
S36E105,-36,105
S36E108,-36,108
S36E111,-36,111
S36E114,-36,114
S36E117,-36,117
S36E120,-36,120
S36E123,-36,123
S36E126,-36,126
S36E129,-36,129
S36E132,-36,132
S36E153,-36,153
S36E156,-36,156
S36E159,-36,159
S36E162,-36,162
S36E165,-36,165
S36E168,-36,168
S36W003,-36,-3
S36W006,-36,-6
S36W009,-36,-9
S36W012,-36,-12
S36W018,-36,-18
S36W021,-36,-21
S36W024,-36,-24
S36W027,-36,-27
S36W030,-36,-30
S36W033,-36,-33
S36W036,-36,-36
S36W039,-36,-39
S36W042,-36,-42
S36W045,-36,-45
S36W048,-36,-48
S36W051,-36,-51
S36W054,-36,-54
S36W078,-36,-78
S36W081,-36,-81
S36W084,-36,-84
S36W087,-36,-87
S36W090,-36,-90
S36W093,-36,-93
S36W096,-36,-96
S36W099,-36,-99
S36W102,-36,-102
S36W105,-36,-105
S36W108,-36,-108
S36W111,-36,-111
S36W114,-36,-114
S36W117,-36,-117
S36W120,-36,-120
S36W123,-36,-123
S36W126,-36,-126
S36W129,-36,-129
S36W132,-36,-132
S36W135,-36,-135
S36W138,-36,-138
S36W141,-36,-141
S36W144,-36,-144
S36W147,-36,-147
S36W150,-36,-150
S36W153,-36,-153
S36W156,-36,-156
S36W159,-36,-159
S36W162,-36,-162
S36W165,-36,-165
S36W168,-36,-168
S36W171,-36,-171
S36W174,-36,-174
S36W177,-36,-177
S36W180,-36,-180
S39E000,-39,0
S39E003,-39,3
S39E006,-39,6
S39E009,-39,9
S39E012,-39,12
S39E015,-39,15
S39E018,-39,18
S39E021,-39,21
S39E024,-39,24
S39E027,-39,27
S39E030,-39,30
S39E033,-39,33
S39E036,-39,36
S39E039,-39,39
S39E042,-39,42
S39E045,-39,45
S39E048,-39,48
S39E051,-39,51
S39E054,-39,54
S39E057,-39,57
S39E060,-39,60
S39E063,-39,63
S39E066,-39,66
S39E069,-39,69
S39E072,-39,72
S39E075,-39,75
S39E078,-39,78
S39E081,-39,81
S39E084,-39,84
S39E087,-39,87
S39E090,-39,90
S39E093,-39,93
S39E096,-39,96
S39E099,-39,99
S39E102,-39,102
S39E105,-39,105
S39E108,-39,108
S39E111,-39,111
S39E114,-39,114
S39E117,-39,117
S39E120,-39,120
S39E123,-39,123
S39E126,-39,126
S39E129,-39,129
S39E132,-39,132
S39E135,-39,135
S39E138,-39,138
S39E150,-39,150
S39E153,-39,153
S39E156,-39,156
S39E159,-39,159
S39E162,-39,162
S39E165,-39,165
S39E168,-39,168
S39W003,-39,-3
S39W006,-39,-6
S39W009,-39,-9
S39W015,-39,-15
S39W018,-39,-18
S39W021,-39,-21
S39W024,-39,-24
S39W027,-39,-27
S39W030,-39,-30
S39W033,-39,-33
S39W036,-39,-36
S39W039,-39,-39
S39W042,-39,-42
S39W045,-39,-45
S39W048,-39,-48
S39W051,-39,-51
S39W054,-39,-54
S39W057,-39,-57
S39W060,-39,-60
S39W078,-39,-78
S39W084,-39,-84
S39W081,-39,-81
S39W087,-39,-87
S39W090,-39,-90
S39W093,-39,-93
S39W096,-39,-96
S39W099,-39,-99
S39W102,-39,-102
S39W105,-39,-105
S39W108,-39,-108
S39W111,-39,-111
S39W114,-39,-114
S39W117,-39,-117
S39W120,-39,-120
S39W123,-39,-123
S39W126,-39,-126
S39W129,-39,-129
S39W132,-39,-132
S39W135,-39,-135
S39W138,-39,-138
S39W141,-39,-141
S39W144,-39,-144
S39W147,-39,-147
S39W150,-39,-150
S39W153,-39,-153
S39W156,-39,-156
S39W159,-39,-159
S39W162,-39,-162
S39W165,-39,-165
S39W168,-39,-168
S39W171,-39,-171
S39W174,-39,-174
S39W177,-39,-177
S39W180,-39,-180
S42E000,-42,0
S42E003,-42,3
S42E006,-42,6
S42E009,-42,9
S42E012,-42,12
S42E015,-42,15
S42E018,-42,18
S42E021,-42,21
S42E024,-42,24
S42E027,-42,27
S42E030,-42,30
S42E033,-42,33
S42E036,-42,36
S42E039,-42,39
S42E042,-42,42
S42E045,-42,45
S42E048,-42,48
S42E051,-42,51
S42E054,-42,54
S42E057,-42,57
S42E060,-42,60
S42E063,-42,63
S42E066,-42,66
S42E069,-42,69
S42E072,-42,72
S42E075,-42,75
S42E078,-42,78
S42E081,-42,81
S42E084,-42,84
S42E087,-42,87
S42E090,-42,90
S42E093,-42,93
S42E096,-42,96
S42E099,-42,99
S42E102,-42,102
S42E105,-42,105
S42E108,-42,108
S42E111,-42,111
S42E114,-42,114
S42E117,-42,117
S42E120,-42,120
S42E123,-42,123
S42E126,-42,126
S42E129,-42,129
S42E132,-42,132
S42E135,-42,135
S42E138,-42,138
S42E141,-42,141
S42E150,-42,150
S42E153,-42,153
S42E156,-42,156
S42E159,-42,159
S42E162,-42,162
S42E177,-42,177
S42W003,-42,-3
S42W006,-42,-6
S42W009,-42,-9
S42W012,-42,-12
S42W015,-42,-15
S42W018,-42,-18
S42W021,-42,-21
S42W024,-42,-24
S42W027,-42,-27
S42W030,-42,-30
S42W033,-42,-33
S42W036,-42,-36
S42W039,-42,-39
S42W042,-42,-42
S42W045,-42,-45
S42W048,-42,-48
S42W051,-42,-51
S42W054,-42,-54
S42W057,-42,-57
S42W060,-42,-60
S42W063,-42,-63
S42W081,-42,-81
S42W084,-42,-84
S42W087,-42,-87
S42W090,-42,-90
S42W093,-42,-93
S42W096,-42,-96
S42W099,-42,-99
S42W102,-42,-102
S42W105,-42,-105
S42W108,-42,-108
S42W111,-42,-111
S42W114,-42,-114
S42W117,-42,-117
S42W120,-42,-120
S42W123,-42,-123
S42W126,-42,-126
S42W129,-42,-129
S42W132,-42,-132
S42W135,-42,-135
S42W138,-42,-138
S42W141,-42,-141
S42W147,-42,-147
S42W144,-42,-144
S42W150,-42,-150
S42W153,-42,-153
S42W156,-42,-156
S42W159,-42,-159
S42W162,-42,-162
S42W165,-42,-165
S42W168,-42,-168
S42W171,-42,-171
S42W174,-42,-174
S42W180,-42,-180
S45E000,-45,0
S45E003,-45,3
S45E006,-45,6
S45E009,-45,9
S45E012,-45,12
S45E015,-45,15
S45E018,-45,18
S45E024,-45,24
S45E021,-45,21
S45E027,-45,27
S45E030,-45,30
S45E033,-45,33
S45E039,-45,39
S45E042,-45,42
S45E045,-45,45
S45E054,-45,54
S45E057,-45,57
S45E060,-45,60
S45E063,-45,63
S45E066,-45,66
S45E069,-45,69
S45E072,-45,72
S45E075,-45,75
S45E078,-45,78
S45E081,-45,81
S45E084,-45,84
S45E087,-45,87
S45E090,-45,90
S45E093,-45,93
S45E096,-45,96
S45E099,-45,99
S45E102,-45,102
S45E105,-45,105
S45E108,-45,108
S45E111,-45,111
S45E114,-45,114
S45E117,-45,117
S45E120,-45,120
S45E123,-45,123
S45E126,-45,126
S45E129,-45,129
S45E132,-45,132
S45E135,-45,135
S45E138,-45,138
S45E141,-45,141
S45E144,-45,144
S45E147,-45,147
S45E150,-45,150
S45E153,-45,153
S45E156,-45,156
S45E159,-45,159
S45E162,-45,162
S45E174,-45,174
S45E177,-45,177
S45W003,-45,-3
S45W006,-45,-6
S45W009,-45,-9
S45W012,-45,-12
S45W015,-45,-15
S45W018,-45,-18
S45W021,-45,-21
S45W024,-45,-24
S45W027,-45,-27
S45W030,-45,-30
S45W033,-45,-33
S45W036,-45,-36
S45W039,-45,-39
S45W042,-45,-42
S45W045,-45,-45
S45W048,-45,-48
S45W051,-45,-51
S45W054,-45,-54
S45W057,-45,-57
S45W081,-45,-81
S45W084,-45,-84
S45W087,-45,-87
S45W090,-45,-90
S45W093,-45,-93
S45W096,-45,-96
S45W099,-45,-99
S45W102,-45,-102
S45W108,-45,-108
S45W105,-45,-105
S45W111,-45,-111
S45W114,-45,-114
S45W120,-45,-120
S45W123,-45,-123
S45W117,-45,-117
S45W126,-45,-126
S45W129,-45,-129
S45W132,-45,-132
S45W135,-45,-135
S45W138,-45,-138
S45W141,-45,-141
S45W147,-45,-147
S45W144,-45,-144
S45W150,-45,-150
S45W153,-45,-153
S45W156,-45,-156
S45W159,-45,-159
S45W162,-45,-162
S45W165,-45,-165
S45W168,-45,-168
S45W171,-45,-171
S45W174,-45,-174
S45W177,-45,-177
S45W180,-45,-180
S48E000,-48,0
S48E003,-48,3
S48E006,-48,6
S48E009,-48,9
S48E012,-48,12
S48E015,-48,15
S48E018,-48,18
S48E021,-48,21
S48E024,-48,24
S48E027,-48,27
S48E030,-48,30
S48E033,-48,33
S48E036,-48,36
S48E039,-48,39
S48E042,-48,42
S48E045,-48,45
S48E048,-48,48
S48E051,-48,51
S48E054,-48,54
S48E057,-48,57
S48E060,-48,60
S48E063,-48,63
S48E072,-48,72
S48E075,-48,75
S48E078,-48,78
S48E081,-48,81
S48E084,-48,84
S48E087,-48,87
S48E090,-48,90
S48E093,-48,93
S48E096,-48,96
S48E099,-48,99
S48E102,-48,102
S48E105,-48,105
S48E108,-48,108
S48E111,-48,111
S48E114,-48,114
S48E117,-48,117
S48E120,-48,120
S48E123,-48,123
S48E126,-48,126
S48E129,-48,129
S48E132,-48,132
S48E135,-48,135
S48E138,-48,138
S48E141,-48,141
S48E144,-48,144
S48E147,-48,147
S48E150,-48,150
S48E153,-48,153
S48E156,-48,156
S48E159,-48,159
S48E162,-48,162
S48E168,-48,168
S48E171,-48,171
S48E174,-48,174
S48E177,-48,177
S48W003,-48,-3
S48W006,-48,-6
S48W009,-48,-9
S48W012,-48,-12
S48W015,-48,-15
S48W018,-48,-18
S48W021,-48,-21
S48W024,-48,-24
S48W027,-48,-27
S48W030,-48,-30
S48W033,-48,-33
S48W036,-48,-36
S48W039,-48,-39
S48W042,-48,-42
S48W045,-48,-45
S48W048,-48,-48
S48W051,-48,-51
S48W054,-48,-54
S48W057,-48,-57
S48W060,-48,-60
S48W081,-48,-81
S48W084,-48,-84
S48W087,-48,-87
S48W090,-48,-90
S48W093,-48,-93
S48W096,-48,-96
S48W099,-48,-99
S48W102,-48,-102
S48W105,-48,-105
S48W108,-48,-108
S48W111,-48,-111
S48W114,-48,-114
S48W117,-48,-117
S48W123,-48,-123
S48W120,-48,-120
S48W126,-48,-126
S48W129,-48,-129
S48W132,-48,-132
S48W135,-48,-135
S48W138,-48,-138
S48W141,-48,-141
S48W147,-48,-147
S48W144,-48,-144
S48W150,-48,-150
S48W153,-48,-153
S48W159,-48,-159
S48W156,-48,-156
S48W162,-48,-162
S48W165,-48,-165
S48W168,-48,-168
S48W171,-48,-171
S48W174,-48,-174
S48W177,-48,-177
S48W180,-48,-180
S51E000,-51,0
S51E003,-51,3
S51E006,-51,6
S51E009,-51,9
S51E012,-51,12
S51E015,-51,15
S51E018,-51,18
S51E021,-51,21
S51E024,-51,24
S51E027,-51,27
S51E033,-51,33
S51E030,-51,30
S51E036,-51,36
S51E039,-51,39
S51E042,-51,42
S51E045,-51,45
S51E048,-51,48
S51E051,-51,51
S51E054,-51,54
S51E057,-51,57
S51E060,-51,60
S51E063,-51,63
S51E066,-51,66
S51E069,-51,69
S51E075,-51,75
S51E078,-51,78
S51E081,-51,81
S51E084,-51,84
S51E087,-51,87
S51E090,-51,90
S51E093,-51,93
S51E096,-51,96
S51E099,-51,99
S51E102,-51,102
S51E105,-51,105
S51E108,-51,108
S51E111,-51,111
S51E114,-51,114
S51E117,-51,117
S51E120,-51,120
S51E123,-51,123
S51E126,-51,126
S51E129,-51,129
S51E132,-51,132
S51E135,-51,135
S51E138,-51,138
S51E141,-51,141
S51E144,-51,144
S51E147,-51,147
S51E150,-51,150
S51E153,-51,153
S51E156,-51,156
S51E159,-51,159
S51E162,-51,162
S51E171,-51,171
S51E174,-51,174
S51E177,-51,177
S51W003,-51,-3
S51W006,-51,-6
S51W009,-51,-9
S51W015,-51,-15
S51W012,-51,-12
S51W018,-51,-18
S51W021,-51,-21
S51W027,-51,-27
S51W024,-51,-24
S51W030,-51,-30
S51W033,-51,-33
S51W036,-51,-36
S51W042,-51,-42
S51W045,-51,-45
S51W048,-51,-48
S51W051,-51,-51
S51W054,-51,-54
S51W057,-51,-57
S51W066,-51,-66
S51W081,-51,-81
S51W084,-51,-84
S51W087,-51,-87
S51W090,-51,-90
S51W093,-51,-93
S51W096,-51,-96
S51W099,-51,-99
S51W102,-51,-102
S51W108,-51,-108
S51W105,-51,-105
S51W111,-51,-111
S51W114,-51,-114
S51W117,-51,-117
S51W120,-51,-120
S51W123,-51,-123
S51W126,-51,-126
S51W129,-51,-129
S51W135,-51,-135
S51W138,-51,-138
S51W132,-51,-132
S51W141,-51,-141
S51W150,-51,-150
S51W147,-51,-147
S51W144,-51,-144
S51W153,-51,-153
S51W156,-51,-156
S51W159,-51,-159
S51W162,-51,-162
S51W165,-51,-165
S51W168,-51,-168
S51W174,-51,-174
S51W171,-51,-171
S51W177,-51,-177
S51W180,-51,-180
S54E003,-54,3
S54E000,-54,0
S54E006,-54,6
S54E009,-54,9
S54E012,-54,12
S54E015,-54,15
S54E018,-54,18
S54E021,-54,21
S54E024,-54,24
S54E027,-54,27
S54E030,-54,30
S54E033,-54,33
S54E036,-54,36
S54E039,-54,39
S54E042,-54,42
S54E045,-54,45
S54E048,-54,48
S54E051,-54,51
S54E054,-54,54
S54E057,-54,57
S54E060,-54,60
S54E063,-54,63
S54E066,-54,66
S54E069,-54,69
S54E072,-54,72
S54E075,-54,75
S54E078,-54,78
S54E081,-54,81
S54E084,-54,84
S54E087,-54,87
S54E090,-54,90
S54E093,-54,93
S54E096,-54,96
S54E099,-54,99
S54E102,-54,102
S54E105,-54,105
S54E108,-54,108
S54E111,-54,111
S54E114,-54,114
S54E117,-54,117
S54E120,-54,120
S54E123,-54,123
S54E126,-54,126
S54E129,-54,129
S54E132,-54,132
S54E135,-54,135
S54E138,-54,138
S54E141,-54,141
S54E144,-54,144
S54E147,-54,147
S54E150,-54,150
S54E153,-54,153
S54E162,-54,162
S54E165,-54,165
S54E168,-54,168
S54E171,-54,171
S54E174,-54,174
S54E177,-54,177
S54W003,-54,-3
S54W006,-54,-6
S54W009,-54,-9
S54W012,-54,-12
S54W015,-54,-15
S54W018,-54,-18
S54W021,-54,-21
S54W024,-54,-24
S54W027,-54,-27
S54W033,-54,-33
S54W042,-54,-42
S54W045,-54,-45
S54W048,-54,-48
S54W051,-54,-51
S54W054,-54,-54
S54W057,-54,-57
S54W060,-54,-60
S54W063,-54,-63
S54W078,-54,-78
S54W081,-54,-81
S54W084,-54,-84
S54W087,-54,-87
S54W090,-54,-90
S54W093,-54,-93
S54W096,-54,-96
S54W099,-54,-99
S54W102,-54,-102
S54W105,-54,-105
S54W108,-54,-108
S54W111,-54,-111
S54W114,-54,-114
S54W117,-54,-117
S54W120,-54,-120
S54W123,-54,-123
S54W126,-54,-126
S54W129,-54,-129
S54W132,-54,-132
S54W135,-54,-135
S54W138,-54,-138
S54W141,-54,-141
S54W144,-54,-144
S54W147,-54,-147
S54W150,-54,-150
S54W153,-54,-153
S54W156,-54,-156
S54W159,-54,-159
S54W162,-54,-162
S54W165,-54,-165
S54W168,-54,-168
S54W171,-54,-171
S54W174,-54,-174
S54W177,-54,-177
S54W180,-54,-180
S57E000,-57,0
S57E003,-57,3
S57E006,-57,6
S57E009,-57,9
S57E012,-57,12
S57E015,-57,15
S57E021,-57,21
S57E018,-57,18
S57E024,-57,24
S57E027,-57,27
S57E033,-57,33
S57E030,-57,30
S57E036,-57,36
S57E039,-57,39
S57E042,-57,42
S57E045,-57,45
S57E048,-57,48
S57E051,-57,51
S57E054,-57,54
S57E057,-57,57
S57E060,-57,60
S57E063,-57,63
S57E066,-57,66
S57E069,-57,69
S57E072,-57,72
S57E075,-57,75
S57E078,-57,78
S57E081,-57,81
S57E084,-57,84
S57E087,-57,87
S57E090,-57,90
S57E093,-57,93
S57E096,-57,96
S57E099,-57,99
S57E102,-57,102
S57E105,-57,105
S57E108,-57,108
S57E111,-57,111
S57E114,-57,114
S57E117,-57,117
S57E120,-57,120
S57E123,-57,123
S57E126,-57,126
S57E129,-57,129
S57E132,-57,132
S57E135,-57,135
S57E138,-57,138
S57E141,-57,141
S57E144,-57,144
S57E147,-57,147
S57E150,-57,150
S57E153,-57,153
S57E156,-57,156
S57E159,-57,159
S57E162,-57,162
S57E165,-57,165
S57E168,-57,168
S57E171,-57,171
S57E174,-57,174
S57E177,-57,177
S57W003,-57,-3
S57W006,-57,-6
S57W009,-57,-9
S57W015,-57,-15
S57W012,-57,-12
S57W018,-57,-18
S57W021,-57,-21
S57W024,-57,-24
S57W033,-57,-33
S57W039,-57,-39
S57W042,-57,-42
S57W036,-57,-36
S57W045,-57,-45
S57W048,-57,-48
S57W054,-57,-54
S57W051,-57,-51
S57W057,-57,-57
S57W060,-57,-60
S57W063,-57,-63
S57W066,-57,-66
S57W069,-57,-69
S57W072,-57,-72
S57W075,-57,-75
S57W078,-57,-78
S57W081,-57,-81
S57W084,-57,-84
S57W087,-57,-87
S57W090,-57,-90
S57W093,-57,-93
S57W096,-57,-96
S57W102,-57,-102
S57W099,-57,-99
S57W105,-57,-105
S57W108,-57,-108
S57W114,-57,-114
S57W111,-57,-111
S57W117,-57,-117
S57W120,-57,-120
S57W123,-57,-123
S57W126,-57,-126
S57W129,-57,-129
S57W132,-57,-132
S57W135,-57,-135
S57W138,-57,-138
S57W141,-57,-141
S57W144,-57,-144
S57W147,-57,-147
S57W150,-57,-150
S57W153,-57,-153
S57W156,-57,-156
S57W159,-57,-159
S57W162,-57,-162
S57W165,-57,-165
S57W168,-57,-168
S57W171,-57,-171
S57W174,-57,-174
S57W177,-57,-177
S57W180,-57,-180
S60E000,-60,0
S60E003,-60,3
S60E006,-60,6
S60E009,-60,9
S60E012,-60,12
S60E015,-60,15
S60E018,-60,18
S60E021,-60,21
S60E024,-60,24
S60E027,-60,27
S60E030,-60,30
S60E033,-60,33
S60E036,-60,36
S60E039,-60,39
S60E042,-60,42
S60E045,-60,45
S60E048,-60,48
S60E051,-60,51
S60E054,-60,54
S60E057,-60,57
S60E060,-60,60
S60E063,-60,63
S60E066,-60,66
S60E069,-60,69
S60E072,-60,72
S60E075,-60,75
S60E078,-60,78
S60E081,-60,81
S60E084,-60,84
S60E087,-60,87
S60E090,-60,90
S60E093,-60,93
S60E096,-60,96
S60E099,-60,99
S60E102,-60,102
S60E105,-60,105
S60E108,-60,108
S60E111,-60,111
S60E114,-60,114
S60E117,-60,117
S60E120,-60,120
S60E123,-60,123
S60E126,-60,126
S60E129,-60,129
S60E132,-60,132
S60E135,-60,135
S60E138,-60,138
S60E141,-60,141
S60E144,-60,144
S60E147,-60,147
S60E150,-60,150
S60E153,-60,153
S60E156,-60,156
S60E159,-60,159
S60E162,-60,162
S60E165,-60,165
S60E168,-60,168
S60E171,-60,171
S60E174,-60,174
S60E177,-60,177
S60W003,-60,-3
S60W006,-60,-6
S60W009,-60,-9
S60W012,-60,-12
S60W015,-60,-15
S60W018,-60,-18
S60W021,-60,-21
S60W024,-60,-24
S60W027,-60,-27
S60W030,-60,-30
S60W033,-60,-33
S60W036,-60,-36
S60W039,-60,-39
S60W042,-60,-42
S60W051,-60,-51
S60W066,-60,-66
S60W069,-60,-69
S60W072,-60,-72
S60W075,-60,-75
S60W078,-60,-78
S60W081,-60,-81
S60W084,-60,-84
S60W087,-60,-87
S60W090,-60,-90
S60W093,-60,-93
S60W096,-60,-96
S60W099,-60,-99
S60W102,-60,-102
S60W105,-60,-105
S60W108,-60,-108
S60W111,-60,-111
S60W114,-60,-114
S60W117,-60,-117
S60W120,-60,-120
S60W123,-60,-123
S60W126,-60,-126
S60W129,-60,-129
S60W132,-60,-132
S60W135,-60,-135
S60W138,-60,-138
S60W141,-60,-141
S60W144,-60,-144
S60W150,-60,-150
S60W153,-60,-153
S60W156,-60,-156
S60W159,-60,-159
S60W162,-60,-162
S60W165,-60,-165
S60W168,-60,-168
S60W171,-60,-171
S60W174,-60,-174
S60W177,-60,-177
S60W180,-60,-180
S63E000,-63,0
S63E003,-63,3
S63E006,-63,6
S63E009,-63,9
S63E012,-63,12
S63E015,-63,15
S63E018,-63,18
S63E021,-63,21
S63E024,-63,24
